,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt,ctn-1,last_week_same_hour,last_day_same_hour
2012-09-21 02:00:00,3.0,1.0,9.0,2.0,0.0,5.0,1.0,1.0,0.52,0.5,0.72,0.0,14.0,-35.0,30.0,11.0
2012-09-21 03:00:00,3.0,1.0,9.0,3.0,0.0,5.0,1.0,1.0,0.5,0.4848,0.77,0.0896,12.0,-2.0,14.0,6.0
2012-09-21 04:00:00,3.0,1.0,9.0,4.0,0.0,5.0,1.0,1.0,0.5,0.4848,0.77,0.0,10.0,-2.0,12.0,6.0
2012-09-21 05:00:00,3.0,1.0,9.0,5.0,0.0,5.0,1.0,1.0,0.5,0.4848,0.82,0.0,49.0,39.0,41.0,56.0
2012-09-21 06:00:00,3.0,1.0,9.0,6.0,0.0,5.0,1.0,1.0,0.5,0.4848,0.77,0.0896,165.0,116.0,152.0,170.0
2012-09-21 07:00:00,3.0,1.0,9.0,7.0,0.0,5.0,1.0,1.0,0.52,0.5,0.77,0.0,503.0,338.0,454.0,534.0
2012-09-21 08:00:00,3.0,1.0,9.0,8.0,0.0,5.0,1.0,1.0,0.54,0.5152,0.73,0.1343,757.0,254.0,766.0,790.0
2012-09-21 09:00:00,3.0,1.0,9.0,9.0,0.0,5.0,1.0,1.0,0.58,0.5455,0.68,0.1343,383.0,-374.0,347.0,355.0
2012-09-21 10:00:00,3.0,1.0,9.0,10.0,0.0,5.0,1.0,1.0,0.62,0.6061,0.61,0.2239,225.0,-158.0,246.0,190.0
2012-09-21 11:00:00,3.0,1.0,9.0,11.0,0.0,5.0,1.0,1.0,0.66,0.6212,0.57,0.2239,321.0,96.0,280.0,243.0
2012-09-21 12:00:00,3.0,1.0,9.0,12.0,0.0,5.0,1.0,1.0,0.68,0.6364,0.57,0.1642,389.0,68.0,409.0,290.0
2012-09-21 13:00:00,3.0,1.0,9.0,13.0,0.0,5.0,1.0,1.0,0.7,0.6515,0.54,0.1642,421.0,32.0,408.0,336.0
2012-09-21 14:00:00,3.0,1.0,9.0,14.0,0.0,5.0,1.0,1.0,0.7,0.6515,0.54,0.2985,412.0,-9.0,371.0,298.0
2012-09-21 15:00:00,3.0,1.0,9.0,15.0,0.0,5.0,1.0,1.0,0.7,0.6515,0.54,0.2239,423.0,11.0,367.0,291.0
2012-09-21 16:00:00,3.0,1.0,9.0,16.0,0.0,5.0,1.0,1.0,0.7,0.6515,0.54,0.19399999999999998,567.0,144.0,563.0,457.0
2012-09-21 17:00:00,3.0,1.0,9.0,17.0,0.0,5.0,1.0,1.0,0.68,0.6364,0.57,0.2836,846.0,279.0,894.0,976.0
2012-09-21 18:00:00,3.0,1.0,9.0,18.0,0.0,5.0,1.0,1.0,0.66,0.6212,0.61,0.2537,805.0,-41.0,808.0,900.0
2012-09-21 19:00:00,3.0,1.0,9.0,19.0,0.0,5.0,1.0,1.0,0.64,0.6061,0.65,0.2537,588.0,-217.0,579.0,603.0
2012-09-21 20:00:00,3.0,1.0,9.0,20.0,0.0,5.0,1.0,1.0,0.62,0.6061,0.69,0.19399999999999998,369.0,-219.0,404.0,417.0
2012-09-21 21:00:00,3.0,1.0,9.0,21.0,0.0,5.0,1.0,1.0,0.6,0.5909,0.73,0.2537,312.0,-57.0,312.0,274.0
2012-09-21 22:00:00,3.0,1.0,9.0,22.0,0.0,5.0,1.0,1.0,0.6,0.5909,0.73,0.19399999999999998,295.0,-17.0,229.0,287.0
2012-09-21 23:00:00,3.0,1.0,9.0,23.0,0.0,5.0,1.0,1.0,0.6,0.5909,0.73,0.3284,186.0,-109.0,195.0,154.0
2012-09-22 00:00:00,3.0,1.0,9.0,0.0,0.0,6.0,0.0,1.0,0.6,0.5909,0.73,0.2836,172.0,-14.0,207.0,66.0
2012-09-22 01:00:00,3.0,1.0,9.0,1.0,0.0,6.0,0.0,1.0,0.58,0.5455,0.83,0.2985,124.0,-48.0,109.0,49.0
2012-09-22 02:00:00,3.0,1.0,9.0,2.0,0.0,6.0,0.0,1.0,0.56,0.5303,0.88,0.2537,83.0,-41.0,93.0,14.0
2012-09-22 03:00:00,3.0,1.0,9.0,3.0,0.0,6.0,0.0,1.0,0.56,0.5303,0.83,0.2836,45.0,-38.0,37.0,12.0
2012-09-22 04:00:00,3.0,1.0,9.0,4.0,0.0,6.0,0.0,1.0,0.56,0.5303,0.83,0.2836,15.0,-30.0,6.0,10.0
2012-09-22 05:00:00,3.0,1.0,9.0,5.0,0.0,6.0,0.0,1.0,0.56,0.5303,0.83,0.3284,17.0,2.0,16.0,49.0
2012-09-22 06:00:00,3.0,1.0,9.0,6.0,0.0,6.0,0.0,1.0,0.56,0.5303,0.83,0.2985,41.0,24.0,33.0,165.0
2012-09-22 07:00:00,3.0,1.0,9.0,7.0,0.0,6.0,0.0,1.0,0.58,0.5455,0.78,0.2537,77.0,36.0,73.0,503.0
2012-09-22 08:00:00,3.0,1.0,9.0,8.0,0.0,6.0,0.0,1.0,0.6,0.5909,0.73,0.2985,218.0,141.0,212.0,757.0
2012-09-22 09:00:00,3.0,1.0,9.0,9.0,0.0,6.0,0.0,1.0,0.64,0.6061,0.69,0.2537,377.0,159.0,342.0,383.0
2012-09-22 10:00:00,3.0,1.0,9.0,10.0,0.0,6.0,0.0,1.0,0.66,0.6212,0.65,0.3284,474.0,97.0,442.0,225.0
2012-09-22 11:00:00,3.0,1.0,9.0,11.0,0.0,6.0,0.0,1.0,0.7,0.6515,0.58,0.2836,626.0,152.0,627.0,321.0
2012-09-22 12:00:00,3.0,1.0,9.0,12.0,0.0,6.0,0.0,1.0,0.72,0.6667,0.54,0.2985,688.0,62.0,706.0,389.0
2012-09-22 13:00:00,3.0,1.0,9.0,13.0,0.0,6.0,0.0,1.0,0.74,0.6667,0.51,0.3582,707.0,19.0,704.0,421.0
2012-09-22 14:00:00,3.0,1.0,9.0,14.0,0.0,6.0,0.0,1.0,0.76,0.6818,0.48,0.2836,654.0,-53.0,715.0,412.0
2012-09-22 15:00:00,3.0,1.0,9.0,15.0,0.0,6.0,0.0,1.0,0.74,0.6667,0.48,0.3881,750.0,96.0,654.0,423.0
2012-09-22 16:00:00,3.0,1.0,9.0,16.0,0.0,6.0,0.0,1.0,0.74,0.6667,0.51,0.3284,680.0,-70.0,783.0,567.0
2012-09-22 17:00:00,3.0,1.0,9.0,17.0,0.0,6.0,0.0,1.0,0.74,0.6667,0.51,0.3284,646.0,-34.0,729.0,846.0
2012-09-22 18:00:00,3.0,1.0,9.0,18.0,0.0,6.0,0.0,1.0,0.72,0.6667,0.54,0.2836,598.0,-48.0,614.0,805.0
2012-09-22 19:00:00,3.0,1.0,9.0,19.0,0.0,6.0,0.0,1.0,0.7,0.6515,0.58,0.19399999999999998,407.0,-191.0,478.0,588.0
2012-09-22 20:00:00,3.0,1.0,9.0,20.0,0.0,6.0,0.0,1.0,0.7,0.6515,0.54,0.2537,325.0,-82.0,330.0,369.0
2012-09-22 21:00:00,3.0,1.0,9.0,21.0,0.0,6.0,0.0,1.0,0.64,0.6212,0.57,0.2537,261.0,-64.0,296.0,312.0
2012-09-22 22:00:00,3.0,1.0,9.0,22.0,0.0,6.0,0.0,1.0,0.62,0.6212,0.57,0.19399999999999998,239.0,-22.0,279.0,295.0
2012-09-22 23:00:00,3.0,1.0,9.0,23.0,0.0,6.0,0.0,1.0,0.62,0.6212,0.5,0.19399999999999998,171.0,-68.0,229.0,186.0
2012-09-23 00:00:00,4.0,1.0,9.0,0.0,0.0,0.0,0.0,1.0,0.62,0.6212,0.38,0.2537,180.0,9.0,151.0,172.0
2012-09-23 01:00:00,4.0,1.0,9.0,1.0,0.0,0.0,0.0,1.0,0.54,0.5152,0.52,0.3582,142.0,-38.0,117.0,124.0
2012-09-23 02:00:00,4.0,1.0,9.0,2.0,0.0,0.0,0.0,1.0,0.52,0.5,0.48,0.2537,95.0,-47.0,89.0,83.0
2012-09-23 03:00:00,4.0,1.0,9.0,3.0,0.0,0.0,0.0,1.0,0.48,0.4697,0.55,0.2985,54.0,-41.0,48.0,45.0
2012-09-23 04:00:00,4.0,1.0,9.0,4.0,0.0,0.0,0.0,1.0,0.46,0.4545,0.55,0.2239,10.0,-44.0,8.0,15.0
2012-09-23 05:00:00,4.0,1.0,9.0,5.0,0.0,0.0,0.0,1.0,0.46,0.4545,0.59,0.2537,6.0,-4.0,13.0,17.0
2012-09-23 06:00:00,4.0,1.0,9.0,6.0,0.0,0.0,0.0,1.0,0.44,0.4394,0.62,0.2537,16.0,10.0,35.0,41.0
2012-09-23 07:00:00,4.0,1.0,9.0,7.0,0.0,0.0,0.0,1.0,0.46,0.4545,0.59,0.2239,57.0,41.0,71.0,77.0
2012-09-23 08:00:00,4.0,1.0,9.0,8.0,0.0,0.0,0.0,1.0,0.48,0.4697,0.55,0.3582,175.0,118.0,128.0,218.0
2012-09-23 09:00:00,4.0,1.0,9.0,9.0,0.0,0.0,0.0,1.0,0.5,0.4848,0.51,0.3284,276.0,101.0,296.0,377.0
2012-09-23 10:00:00,4.0,1.0,9.0,10.0,0.0,0.0,0.0,1.0,0.54,0.5152,0.45,0.2537,489.0,213.0,490.0,474.0
2012-09-23 11:00:00,4.0,1.0,9.0,11.0,0.0,0.0,0.0,1.0,0.56,0.5303,0.46,0.2537,570.0,81.0,559.0,626.0
2012-09-23 12:00:00,4.0,1.0,9.0,12.0,0.0,0.0,0.0,1.0,0.56,0.5303,0.43,0.1045,776.0,206.0,656.0,688.0
2012-09-23 13:00:00,4.0,1.0,9.0,13.0,0.0,0.0,0.0,1.0,0.6,0.6212,0.38,0.1642,702.0,-74.0,694.0,707.0
2012-09-23 14:00:00,4.0,1.0,9.0,14.0,0.0,0.0,0.0,1.0,0.6,0.6212,0.38,0.19399999999999998,666.0,-36.0,635.0,654.0
2012-09-23 15:00:00,4.0,1.0,9.0,15.0,0.0,0.0,0.0,1.0,0.6,0.6212,0.33,0.2239,640.0,-26.0,557.0,750.0
2012-09-23 16:00:00,4.0,1.0,9.0,16.0,0.0,0.0,0.0,1.0,0.6,0.6212,0.33,0.3284,691.0,51.0,596.0,680.0
2012-09-23 17:00:00,4.0,1.0,9.0,17.0,0.0,0.0,0.0,1.0,0.56,0.5303,0.35,0.2985,723.0,32.0,570.0,646.0
2012-09-23 18:00:00,4.0,1.0,9.0,18.0,0.0,0.0,0.0,1.0,0.54,0.5152,0.37,0.19399999999999998,540.0,-183.0,481.0,598.0
2012-09-23 19:00:00,4.0,1.0,9.0,19.0,0.0,0.0,0.0,1.0,0.52,0.5,0.42,0.1642,413.0,-127.0,403.0,407.0
2012-09-23 20:00:00,4.0,1.0,9.0,20.0,0.0,0.0,0.0,1.0,0.52,0.5,0.42,0.1642,252.0,-161.0,324.0,325.0
2012-09-23 21:00:00,4.0,1.0,9.0,21.0,0.0,0.0,0.0,2.0,0.52,0.5,0.48,0.1045,196.0,-56.0,191.0,261.0
2012-09-23 22:00:00,4.0,1.0,9.0,22.0,0.0,0.0,0.0,1.0,0.52,0.5,0.48,0.0,138.0,-58.0,127.0,239.0
2012-09-23 23:00:00,4.0,1.0,9.0,23.0,0.0,0.0,0.0,2.0,0.5,0.4848,0.59,0.1045,100.0,-38.0,94.0,171.0
2012-09-24 00:00:00,4.0,1.0,9.0,0.0,0.0,1.0,1.0,1.0,0.46,0.4545,0.63,0.19399999999999998,64.0,-36.0,45.0,180.0
2012-09-24 01:00:00,4.0,1.0,9.0,1.0,0.0,1.0,1.0,1.0,0.46,0.4545,0.67,0.1343,18.0,-46.0,21.0,142.0
2012-09-24 02:00:00,4.0,1.0,9.0,2.0,0.0,1.0,1.0,2.0,0.46,0.4545,0.63,0.1343,8.0,-10.0,13.0,95.0
2012-09-24 03:00:00,4.0,1.0,9.0,3.0,0.0,1.0,1.0,1.0,0.46,0.4545,0.63,0.1642,5.0,-3.0,7.0,54.0
2012-09-24 04:00:00,4.0,1.0,9.0,4.0,0.0,1.0,1.0,1.0,0.44,0.4394,0.67,0.1045,8.0,3.0,11.0,10.0
2012-09-24 05:00:00,4.0,1.0,9.0,5.0,0.0,1.0,1.0,1.0,0.46,0.4545,0.63,0.0,37.0,29.0,45.0,6.0
2012-09-24 06:00:00,4.0,1.0,9.0,6.0,0.0,1.0,1.0,1.0,0.46,0.4545,0.59,0.0,168.0,131.0,164.0,16.0
2012-09-24 07:00:00,4.0,1.0,9.0,7.0,0.0,1.0,1.0,1.0,0.46,0.4545,0.67,0.1343,530.0,362.0,492.0,57.0
2012-09-24 08:00:00,4.0,1.0,9.0,8.0,0.0,1.0,1.0,1.0,0.5,0.4848,0.55,0.19399999999999998,750.0,220.0,683.0,175.0
2012-09-24 09:00:00,4.0,1.0,9.0,9.0,0.0,1.0,1.0,1.0,0.52,0.5,0.52,0.19399999999999998,328.0,-422.0,299.0,276.0
2012-09-24 10:00:00,4.0,1.0,9.0,10.0,0.0,1.0,1.0,1.0,0.54,0.5152,0.49,0.2239,198.0,-130.0,202.0,489.0
2012-09-24 11:00:00,4.0,1.0,9.0,11.0,0.0,1.0,1.0,1.0,0.56,0.5303,0.37,0.19399999999999998,238.0,40.0,252.0,570.0
2012-09-24 12:00:00,4.0,1.0,9.0,12.0,0.0,1.0,1.0,1.0,0.56,0.5303,0.35,0.2985,342.0,104.0,295.0,776.0
2012-09-24 13:00:00,4.0,1.0,9.0,13.0,0.0,1.0,1.0,1.0,0.6,0.6212,0.31,0.2985,328.0,-14.0,343.0,702.0
2012-09-24 14:00:00,4.0,1.0,9.0,14.0,0.0,1.0,1.0,1.0,0.6,0.6061,0.28,0.0,303.0,-25.0,332.0,666.0
2012-09-24 15:00:00,4.0,1.0,9.0,15.0,0.0,1.0,1.0,1.0,0.6,0.6212,0.31,0.0,300.0,-3.0,338.0,640.0
2012-09-24 16:00:00,4.0,1.0,9.0,16.0,0.0,1.0,1.0,1.0,0.58,0.5455,0.3,0.2537,516.0,216.0,453.0,691.0
2012-09-24 17:00:00,4.0,1.0,9.0,17.0,0.0,1.0,1.0,1.0,0.58,0.5455,0.3,0.0,898.0,382.0,842.0,723.0
2012-09-24 18:00:00,4.0,1.0,9.0,18.0,0.0,1.0,1.0,1.0,0.54,0.5152,0.37,0.1642,853.0,-45.0,774.0,540.0
2012-09-24 19:00:00,4.0,1.0,9.0,19.0,0.0,1.0,1.0,1.0,0.52,0.5,0.39,0.1343,590.0,-263.0,486.0,413.0
2012-09-24 20:00:00,4.0,1.0,9.0,20.0,0.0,1.0,1.0,1.0,0.52,0.5,0.52,0.1045,432.0,-158.0,340.0,252.0
2012-09-24 21:00:00,4.0,1.0,9.0,21.0,0.0,1.0,1.0,1.0,0.5,0.4848,0.51,0.1343,256.0,-176.0,233.0,196.0
2012-09-24 22:00:00,4.0,1.0,9.0,22.0,0.0,1.0,1.0,1.0,0.5,0.4848,0.51,0.2239,172.0,-84.0,129.0,138.0
2012-09-24 23:00:00,4.0,1.0,9.0,23.0,0.0,1.0,1.0,1.0,0.46,0.4545,0.63,0.1343,94.0,-78.0,70.0,100.0
2012-09-25 00:00:00,4.0,1.0,9.0,0.0,0.0,2.0,1.0,1.0,0.46,0.4545,0.67,0.1642,64.0,-30.0,13.0,64.0
2012-09-25 01:00:00,4.0,1.0,9.0,1.0,0.0,2.0,1.0,1.0,0.44,0.4394,0.72,0.1343,13.0,-51.0,5.0,18.0
2012-09-25 02:00:00,4.0,1.0,9.0,2.0,0.0,2.0,1.0,1.0,0.42,0.4242,0.77,0.1343,14.0,1.0,4.0,8.0
2012-09-25 03:00:00,4.0,1.0,9.0,3.0,0.0,2.0,1.0,1.0,0.42,0.4242,0.71,0.0896,5.0,-9.0,6.0,5.0
2012-09-25 04:00:00,4.0,1.0,9.0,4.0,0.0,2.0,1.0,1.0,0.42,0.4242,0.71,0.1343,9.0,4.0,7.0,8.0
2012-09-25 05:00:00,4.0,1.0,9.0,5.0,0.0,2.0,1.0,1.0,0.42,0.4242,0.77,0.0896,47.0,38.0,48.0,37.0
2012-09-25 06:00:00,4.0,1.0,9.0,6.0,0.0,2.0,1.0,1.0,0.44,0.4394,0.77,0.2239,194.0,147.0,167.0,168.0
2012-09-25 07:00:00,4.0,1.0,9.0,7.0,0.0,2.0,1.0,1.0,0.44,0.4394,0.77,0.19399999999999998,556.0,362.0,356.0,530.0
2012-09-25 08:00:00,4.0,1.0,9.0,8.0,0.0,2.0,1.0,1.0,0.48,0.4697,0.67,0.19399999999999998,805.0,249.0,672.0,750.0
2012-09-25 09:00:00,4.0,1.0,9.0,9.0,0.0,2.0,1.0,1.0,0.54,0.5152,0.56,0.2537,409.0,-396.0,293.0,328.0
2012-09-25 10:00:00,4.0,1.0,9.0,10.0,0.0,2.0,1.0,1.0,0.56,0.5303,0.52,0.2985,170.0,-239.0,160.0,198.0
2012-09-25 11:00:00,4.0,1.0,9.0,11.0,0.0,2.0,1.0,1.0,0.6,0.6212,0.46,0.2985,218.0,48.0,151.0,238.0
2012-09-25 12:00:00,4.0,1.0,9.0,12.0,0.0,2.0,1.0,1.0,0.62,0.6212,0.43,0.2836,302.0,84.0,88.0,342.0
2012-09-25 13:00:00,4.0,1.0,9.0,13.0,0.0,2.0,1.0,1.0,0.64,0.6212,0.47,0.2537,305.0,3.0,114.0,328.0
2012-09-25 14:00:00,4.0,1.0,9.0,14.0,0.0,2.0,1.0,1.0,0.66,0.6212,0.39,0.3284,293.0,-12.0,143.0,303.0
2012-09-25 15:00:00,4.0,1.0,9.0,15.0,0.0,2.0,1.0,1.0,0.66,0.6212,0.36,0.3284,303.0,10.0,36.0,300.0
2012-09-25 16:00:00,4.0,1.0,9.0,16.0,0.0,2.0,1.0,1.0,0.66,0.6212,0.39,0.2985,495.0,192.0,141.0,516.0
2012-09-25 17:00:00,4.0,1.0,9.0,17.0,0.0,2.0,1.0,1.0,0.66,0.6212,0.39,0.2836,967.0,472.0,338.0,898.0
2012-09-25 18:00:00,4.0,1.0,9.0,18.0,0.0,2.0,1.0,1.0,0.64,0.6212,0.41,0.2239,822.0,-145.0,281.0,853.0
2012-09-25 19:00:00,4.0,1.0,9.0,19.0,0.0,2.0,1.0,1.0,0.62,0.6212,0.5,0.2537,539.0,-283.0,324.0,590.0
2012-09-25 20:00:00,4.0,1.0,9.0,20.0,0.0,2.0,1.0,1.0,0.6,0.6212,0.56,0.2985,425.0,-114.0,290.0,432.0
2012-09-25 21:00:00,4.0,1.0,9.0,21.0,0.0,2.0,1.0,1.0,0.6,0.6212,0.56,0.2985,297.0,-128.0,207.0,256.0
2012-09-25 22:00:00,4.0,1.0,9.0,22.0,0.0,2.0,1.0,1.0,0.6,0.6212,0.56,0.2836,188.0,-109.0,151.0,172.0
2012-09-25 23:00:00,4.0,1.0,9.0,23.0,0.0,2.0,1.0,1.0,0.6,0.6212,0.56,0.3284,98.0,-90.0,78.0,94.0
2012-09-26 00:00:00,4.0,1.0,9.0,0.0,0.0,3.0,1.0,1.0,0.58,0.5455,0.64,0.2985,40.0,-58.0,26.0,64.0
2012-09-26 01:00:00,4.0,1.0,9.0,1.0,0.0,3.0,1.0,1.0,0.58,0.5455,0.64,0.3284,29.0,-11.0,12.0,13.0
2012-09-26 02:00:00,4.0,1.0,9.0,2.0,0.0,3.0,1.0,2.0,0.58,0.5455,0.64,0.2836,17.0,-12.0,3.0,14.0
2012-09-26 03:00:00,4.0,1.0,9.0,3.0,0.0,3.0,1.0,2.0,0.58,0.5455,0.64,0.2836,10.0,-7.0,5.0,5.0
2012-09-26 04:00:00,4.0,1.0,9.0,4.0,0.0,3.0,1.0,1.0,0.56,0.5303,0.73,0.2537,14.0,4.0,10.0,9.0
2012-09-26 05:00:00,4.0,1.0,9.0,5.0,0.0,3.0,1.0,1.0,0.56,0.5303,0.73,0.2239,36.0,22.0,56.0,47.0
2012-09-26 06:00:00,4.0,1.0,9.0,6.0,0.0,3.0,1.0,1.0,0.54,0.5152,0.73,0.19399999999999998,182.0,146.0,172.0,194.0
2012-09-26 07:00:00,4.0,1.0,9.0,7.0,0.0,3.0,1.0,1.0,0.54,0.5152,0.77,0.1343,532.0,350.0,545.0,556.0
2012-09-26 08:00:00,4.0,1.0,9.0,8.0,0.0,3.0,1.0,1.0,0.56,0.5303,0.73,0.2985,838.0,306.0,797.0,805.0
2012-09-26 09:00:00,4.0,1.0,9.0,9.0,0.0,3.0,1.0,1.0,0.6,0.6061,0.64,0.19399999999999998,334.0,-504.0,362.0,409.0
2012-09-26 10:00:00,4.0,1.0,9.0,10.0,0.0,3.0,1.0,1.0,0.6,0.5909,0.73,0.2836,185.0,-149.0,192.0,170.0
2012-09-26 11:00:00,4.0,1.0,9.0,11.0,0.0,3.0,1.0,1.0,0.64,0.6212,0.61,0.2537,227.0,42.0,247.0,218.0
2012-09-26 12:00:00,4.0,1.0,9.0,12.0,0.0,3.0,1.0,1.0,0.68,0.6364,0.61,0.2239,316.0,89.0,313.0,302.0
2012-09-26 13:00:00,4.0,1.0,9.0,13.0,0.0,3.0,1.0,1.0,0.7,0.6515,0.58,0.2239,340.0,24.0,289.0,305.0
2012-09-26 14:00:00,4.0,1.0,9.0,14.0,0.0,3.0,1.0,1.0,0.74,0.6667,0.48,0.2836,277.0,-63.0,286.0,293.0
2012-09-26 15:00:00,4.0,1.0,9.0,15.0,0.0,3.0,1.0,1.0,0.74,0.6667,0.48,0.2985,300.0,23.0,311.0,303.0
2012-09-26 16:00:00,4.0,1.0,9.0,16.0,0.0,3.0,1.0,1.0,0.74,0.6667,0.45,0.2836,468.0,168.0,466.0,495.0
2012-09-26 17:00:00,4.0,1.0,9.0,17.0,0.0,3.0,1.0,1.0,0.74,0.6667,0.48,0.2985,953.0,485.0,886.0,967.0
2012-09-26 18:00:00,4.0,1.0,9.0,18.0,0.0,3.0,1.0,1.0,0.74,0.6667,0.48,0.2239,884.0,-69.0,892.0,822.0
2012-09-26 19:00:00,4.0,1.0,9.0,19.0,0.0,3.0,1.0,1.0,0.7,0.6515,0.54,0.1642,627.0,-257.0,611.0,539.0
2012-09-26 20:00:00,4.0,1.0,9.0,20.0,0.0,3.0,1.0,1.0,0.66,0.6212,0.69,0.19399999999999998,434.0,-193.0,409.0,425.0
2012-09-26 21:00:00,4.0,1.0,9.0,21.0,0.0,3.0,1.0,1.0,0.66,0.6212,0.65,0.19399999999999998,360.0,-74.0,349.0,297.0
2012-09-26 22:00:00,4.0,1.0,9.0,22.0,0.0,3.0,1.0,3.0,0.62,0.6061,0.69,0.19399999999999998,215.0,-145.0,229.0,188.0
2012-09-26 23:00:00,4.0,1.0,9.0,23.0,0.0,3.0,1.0,2.0,0.6,0.5758,0.78,0.2537,115.0,-100.0,123.0,98.0
2012-09-27 00:00:00,4.0,1.0,9.0,0.0,0.0,4.0,1.0,1.0,0.6,0.5758,0.78,0.0896,65.0,-50.0,58.0,40.0
2012-09-27 01:00:00,4.0,1.0,9.0,1.0,0.0,4.0,1.0,1.0,0.6,0.5758,0.78,0.0896,21.0,-44.0,18.0,29.0
2012-09-27 02:00:00,4.0,1.0,9.0,2.0,0.0,4.0,1.0,1.0,0.6,0.5758,0.78,0.0896,16.0,-5.0,11.0,17.0
2012-09-27 03:00:00,4.0,1.0,9.0,3.0,0.0,4.0,1.0,1.0,0.6,0.5758,0.78,0.0,7.0,-9.0,6.0,10.0
2012-09-27 04:00:00,4.0,1.0,9.0,4.0,0.0,4.0,1.0,1.0,0.56,0.5303,0.94,0.1343,8.0,1.0,6.0,14.0
2012-09-27 05:00:00,4.0,1.0,9.0,5.0,0.0,4.0,1.0,1.0,0.58,0.5455,0.83,0.0,66.0,58.0,56.0,36.0
2012-09-27 06:00:00,4.0,1.0,9.0,6.0,0.0,4.0,1.0,1.0,0.56,0.5303,0.88,0.0896,169.0,103.0,170.0,182.0
2012-09-27 07:00:00,4.0,1.0,9.0,7.0,0.0,4.0,1.0,1.0,0.6,0.5758,0.78,0.0,558.0,389.0,534.0,532.0
2012-09-27 08:00:00,4.0,1.0,9.0,8.0,0.0,4.0,1.0,1.0,0.62,0.6061,0.71,0.0896,794.0,236.0,790.0,838.0
2012-09-27 09:00:00,4.0,1.0,9.0,9.0,0.0,4.0,1.0,1.0,0.66,0.6212,0.65,0.0,335.0,-459.0,355.0,334.0
2012-09-27 10:00:00,4.0,1.0,9.0,10.0,0.0,4.0,1.0,2.0,0.7,0.6515,0.51,0.2836,208.0,-127.0,190.0,185.0
2012-09-27 11:00:00,4.0,1.0,9.0,11.0,0.0,4.0,1.0,2.0,0.72,0.6667,0.51,0.1642,294.0,86.0,243.0,227.0
2012-09-27 12:00:00,4.0,1.0,9.0,12.0,0.0,4.0,1.0,2.0,0.74,0.6667,0.48,0.1343,335.0,41.0,290.0,316.0
2012-09-27 13:00:00,4.0,1.0,9.0,13.0,0.0,4.0,1.0,2.0,0.74,0.6667,0.48,0.0,326.0,-9.0,336.0,340.0
2012-09-27 14:00:00,4.0,1.0,9.0,14.0,0.0,4.0,1.0,2.0,0.76,0.6818,0.45,0.0896,258.0,-68.0,298.0,277.0
2012-09-27 15:00:00,4.0,1.0,9.0,15.0,0.0,4.0,1.0,2.0,0.76,0.6818,0.45,0.0,296.0,38.0,291.0,300.0
2012-09-27 16:00:00,4.0,1.0,9.0,16.0,0.0,4.0,1.0,2.0,0.72,0.6667,0.58,0.3284,472.0,176.0,457.0,468.0
2012-09-27 17:00:00,4.0,1.0,9.0,17.0,0.0,4.0,1.0,2.0,0.66,0.6212,0.69,0.2985,905.0,433.0,976.0,953.0
2012-09-27 18:00:00,4.0,1.0,9.0,18.0,0.0,4.0,1.0,2.0,0.66,0.6212,0.69,0.2239,899.0,-6.0,900.0,884.0
2012-09-27 19:00:00,4.0,1.0,9.0,19.0,0.0,4.0,1.0,1.0,0.66,0.6212,0.65,0.1343,559.0,-340.0,603.0,627.0
2012-09-27 20:00:00,4.0,1.0,9.0,20.0,0.0,4.0,1.0,2.0,0.64,0.6061,0.69,0.2239,457.0,-102.0,417.0,434.0
2012-09-27 21:00:00,4.0,1.0,9.0,21.0,0.0,4.0,1.0,3.0,0.62,0.5758,0.83,0.2985,253.0,-204.0,274.0,360.0
2012-09-27 22:00:00,4.0,1.0,9.0,22.0,0.0,4.0,1.0,3.0,0.62,0.5758,0.83,0.2985,47.0,-206.0,287.0,215.0
2012-09-27 23:00:00,4.0,1.0,9.0,23.0,0.0,4.0,1.0,3.0,0.62,0.5758,0.83,0.1642,45.0,-2.0,154.0,115.0
2012-09-28 00:00:00,4.0,1.0,9.0,0.0,0.0,5.0,1.0,3.0,0.6,0.5455,0.88,0.1642,17.0,-28.0,66.0,65.0
2012-09-28 01:00:00,4.0,1.0,9.0,1.0,0.0,5.0,1.0,3.0,0.6,0.5455,0.88,0.0,13.0,-4.0,49.0,21.0
2012-09-28 02:00:00,4.0,1.0,9.0,2.0,0.0,5.0,1.0,3.0,0.6,0.5455,0.88,0.2985,10.0,-3.0,14.0,16.0
2012-09-28 03:00:00,4.0,1.0,9.0,3.0,0.0,5.0,1.0,2.0,0.6,0.5606,0.83,0.1343,7.0,-3.0,12.0,7.0
2012-09-28 04:00:00,4.0,1.0,9.0,4.0,0.0,5.0,1.0,3.0,0.56,0.5303,0.88,0.1045,12.0,5.0,10.0,8.0
2012-09-28 05:00:00,4.0,1.0,9.0,5.0,0.0,5.0,1.0,1.0,0.56,0.5303,0.88,0.0,38.0,26.0,49.0,66.0
2012-09-28 06:00:00,4.0,1.0,9.0,6.0,0.0,5.0,1.0,2.0,0.56,0.5303,0.94,0.0896,138.0,100.0,165.0,169.0
2012-09-28 07:00:00,4.0,1.0,9.0,7.0,0.0,5.0,1.0,2.0,0.56,0.5303,0.94,0.0,394.0,256.0,503.0,558.0
